filename,surface_dice,hausdorff_distance,iou,dice
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0197_4CH_ED_gt_3.png,0.2591,30774.6649,2.4533,4.7890
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0225_4CH_ED_gt_2.png,0.7890,7242.2372,19.4571,32.5758
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0318_2CH_ES_gt_3.png,0.2407,21421.7180,9.7816,17.8201
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_4CH_ED_gt_3.png,0.0000,13823.1690,9.5249,17.3931
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0178_4CH_ED_gt_2.png,0.8264,13164.3458,16.6006,28.4743
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0395_2CH_ES_gt_1.png,0.3720,15495.1605,22.1481,36.2643
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0034_2CH_ED_gt_2.png,0.6910,13257.4507,15.5949,26.9820
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0225_2CH_ED_gt_3.png,0.9464,16414.9322,13.7315,24.1472
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0354_4CH_ED_gt_1.png,0.3421,13000.0000,30.6853,46.9606
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0354_4CH_ED_gt_3.png,0.2892,26000.0000,2.8961,5.6292
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0017_2CH_ES_gt_1.png,0.6405,17046.9939,5.2895,10.0476
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0208_2CH_ES_gt_2.png,0.9415,9800.0000,13.0635,23.1082
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0086_4CH_ES_gt_3.png,0.0000,13473.3069,23.1265,37.5654
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0197_2CH_ES_gt_3.png,0.2803,24187.8068,6.2765,11.8116
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0216_4CH_ES_gt_3.png,0.0000,13935.9248,16.1127,27.7536
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0387_2CH_ES_gt_1.png,1.5694,14795.9454,19.8559,33.1329
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0134_2CH_ES_gt_2.png,0.6585,12237.6468,18.6496,31.4364
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0123_2CH_ED_gt_1.png,0.6051,16527.5528,27.6529,43.3252
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0324_4CH_ED_gt_3.png,0.3466,15762.2968,9.9259,18.0593
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0301_4CH_ED_gt_2.png,3.4800,16191.3557,4.3128,8.2691
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0400_4CH_ES_gt_2.png,0.3882,11884.8643,9.5662,17.4619
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0225_2CH_ES_gt_2.png,0.6143,14061.6500,13.8316,24.3019
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0034_4CH_ED_gt_3.png,0.5687,17362.3155,8.7237,16.0475
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0102_4CH_ED_gt_3.png,0.6202,15707.9598,17.3288,29.5388
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0241_2CH_ES_gt_1.png,0.4766,14716.6572,13.5455,23.8592
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0187_2CH_ES_gt_2.png,0.5079,12280.0651,8.8978,16.3416
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0187_2CH_ED_gt_2.png,1.5905,11335.7840,11.8622,21.2086
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0395_4CH_ED_gt_3.png,0.3263,22240.9532,7.4654,13.8935
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0071_4CH_ES_gt_3.png,0.8511,19996.9998,10.8659,19.6019
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0400_4CH_ED_gt_1.png,2.5392,12404.0316,41.2165,58.3735
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0284_2CH_ED_gt_2.png,2.3160,10647.0653,10.5780,19.1322
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_4CH_ES_gt_2.png,2.5000,18228.0004,9.7807,17.8185
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0400_4CH_ED_gt_2.png,1.1828,9962.4294,16.0594,27.6745
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0241_2CH_ED_gt_1.png,0.1877,16363.6793,17.6641,30.0246
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0318_4CH_ES_gt_3.png,0.2400,21821.5490,10.3334,18.7313
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0405_2CH_ES_gt_1.png,0.0000,18882.7964,5.3984,10.2437
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0368_4CH_ED_gt_3.png,0.3356,19828.5148,12.0890,21.5704
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0034_2CH_ED_gt_3.png,0.0000,16829.1414,8.1933,15.1456
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0354_2CH_ES_gt_3.png,0.2742,20300.0000,13.2563,23.4093
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_4CH_ED_gt_2.png,0.6877,14713.9390,8.3693,15.4459
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_2CH_ES_gt_2.png,1.1567,16455.0904,5.8414,11.0379
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0032_4CH_ES_gt_3.png,0.0000,16907.3948,13.0780,23.1310
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_2CH_ED_gt_1.png,0.3234,18384.7763,11.8395,21.1723
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0323_4CH_ES_gt_1.png,0.2546,18782.9710,8.8162,16.2038
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0368_2CH_ED_gt_1.png,0.4391,15776.2480,2.4010,4.6894
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0111_2CH_ES_gt_2.png,0.8316,14764.8231,10.3647,18.7826
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0443_4CH_ED_gt_1.png,0.0000,12856.5159,40.1404,57.2860
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0270_2CH_ES_gt_3.png,0.2736,24323.2399,4.4688,8.5553
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0387_4CH_ED_gt_3.png,0.3404,19144.1897,9.8274,17.8961
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0323_4CH_ES_gt_3.png,0.2548,13505.9246,11.0532,19.9061
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0197_2CH_ES_gt_1.png,0.0000,18047.1604,13.0468,23.0821
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0052_2CH_ED_gt_3.png,0.1344,27411.6763,4.2220,8.1019
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0111_2CH_ES_gt_1.png,0.5215,17088.0075,9.0511,16.5998
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0449_2CH_ES_gt_3.png,0.1775,24446.8812,5.6330,10.6652
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0017_2CH_ED_gt_1.png,1.5789,15882.3802,21.4603,35.3372
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0449_2CH_ES_gt_2.png,0.4277,15057.2242,7.9138,14.6669
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0178_2CH_ED_gt_3.png,0.5670,18809.8379,18.0065,30.5178
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_2CH_ED_gt_3.png,0.0000,17920.1004,8.3345,15.3866
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_2CH_ED_gt_2.png,5.5003,14141.0749,9.0633,16.6202
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0323_4CH_ED_gt_2.png,0.9969,15477.7259,7.0466,13.1655
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0123_4CH_ED_gt_1.png,0.0000,16278.2063,16.1445,27.8008
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_4CH_ES_gt_1.png,0.0000,17786.7929,11.2308,20.1937
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0449_4CH_ES_gt_3.png,0.2102,27714.6171,10.2823,18.6472
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0354_2CH_ED_gt_3.png,0.2626,22520.4352,7.2229,13.4727
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_4CH_ED_gt_1.png,0.7862,19185.6717,12.5624,22.3208
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0269_2CH_ES_gt_1.png,0.7912,14649.2321,6.6218,12.4211
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0400_2CH_ES_gt_2.png,1.2814,12640.0158,19.9199,33.2220
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_4CH_ES_gt_3.png,0.0000,13870.8327,12.8402,22.7582
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0089_2CH_ED_gt_1.png,5.2033,13060.2450,37.7443,54.8035
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0301_2CH_ES_gt_1.png,0.2246,17042.3003,10.3877,18.8204
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0270_2CH_ED_gt_3.png,0.3568,23773.9353,3.1412,6.0911
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0216_2CH_ES_gt_1.png,0.1681,18809.5720,8.5193,15.7009
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0197_2CH_ED_gt_3.png,0.3070,25357.0503,2.8923,5.6220
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0395_2CH_ED_gt_1.png,0.2928,13778.6066,27.7263,43.4152
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0449_4CH_ES_gt_1.png,0.0000,18067.9274,14.7618,25.7260
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0111_4CH_ES_gt_2.png,0.6916,16105.8995,7.4110,13.7994
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0111_4CH_ES_gt_3.png,0.0000,15880.8060,13.7563,24.1856
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0328_2CH_ED_gt_3.png,0.2965,18248.2876,11.3487,20.3841
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0042_4CH_ES_gt_1.png,0.2569,15425.9522,10.8476,19.5721
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0211_4CH_ED_gt_1.png,1.0982,12773.8013,18.6821,31.4827
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0269_4CH_ED_gt_2.png,0.0000,11021.7966,22.9230,37.2966
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0042_2CH_ES_gt_3.png,0.2451,24050.7796,10.0760,18.3073
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0032_2CH_ES_gt_3.png,0.0000,17826.3849,9.4079,17.1978
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0086_2CH_ED_gt_2.png,0.5302,14672.7639,10.8092,19.5096
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0310_4CH_ED_gt_1.png,0.3375,15815.1826,22.8532,37.2040
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0324_4CH_ES_gt_2.png,0.2540,13978.9127,11.9678,21.3772
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0178_2CH_ES_gt_3.png,0.2180,25397.0471,15.1819,26.3616
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0318_4CH_ES_gt_1.png,0.1085,13505.9246,22.0825,36.1764
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0191_2CH_ES_gt_3.png,0.2801,20484.1402,11.1442,20.0536
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0017_4CH_ES_gt_2.png,0.6707,16056.1515,10.0713,18.2996
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0089_4CH_ED_gt_2.png,1.2373,11940.2680,20.8472,34.5018
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0419_4CH_ED_gt_3.png,0.2411,29577.1872,2.7973,5.4423
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0032_2CH_ES_gt_2.png,0.5456,18710.6921,8.0401,14.8835
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0216_4CH_ED_gt_3.png,0.0000,16387.8003,9.5038,17.3579
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0102_2CH_ES_gt_2.png,0.6734,16940.1889,9.3125,17.0384
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0392_2CH_ED_gt_2.png,0.8783,13695.2547,11.2350,20.2005
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0225_4CH_ES_gt_3.png,0.0000,14303.1465,18.8910,31.7787
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0034_2CH_ES_gt_3.png,0.0000,16752.9102,11.0678,19.9298
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0071_4CH_ES_gt_1.png,0.0000,15115.8857,21.0108,34.7255
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_2CH_ED_gt_2.png,0.8495,15929.8462,11.4875,20.6077
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0395_2CH_ES_gt_3.png,0.2667,20110.1964,12.3121,21.9248
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0368_2CH_ED_gt_3.png,1.4833,8000.0000,33.1016,49.7388
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0034_4CH_ES_gt_3.png,0.0000,15897.7986,13.8441,24.3211
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0328_4CH_ED_gt_2.png,0.2610,12612.6920,16.9901,29.0454
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0052_2CH_ED_gt_1.png,1.0599,12587.2952,47.7817,64.6652
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0120_4CH_ES_gt_3.png,0.0000,15651.8370,12.4376,22.1236
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0178_4CH_ES_gt_3.png,0.2717,21400.9346,12.2518,21.8292
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0052_4CH_ED_gt_1.png,1.7847,13219.6823,34.5265,51.3304
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0318_4CH_ED_gt_2.png,0.8041,9800.5102,13.6240,23.9808
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0086_4CH_ED_gt_1.png,0.3218,16726.3266,10.5050,19.0127
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0226_2CH_ED_gt_1.png,5.9701,14618.4815,40.4000,57.5498
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0191_2CH_ED_gt_3.png,0.2803,20348.2186,8.7444,16.0826
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0270_4CH_ES_gt_2.png,0.6609,16620.7701,8.1015,14.9886
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0368_2CH_ED_gt_2.png,0.4566,15663.0138,0.7416,1.4724
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0328_2CH_ES_gt_3.png,0.6674,20383.5718,11.3479,20.3827
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0310_2CH_ED_gt_2.png,3.2930,14588.0088,11.9746,21.3880
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0017_4CH_ED_gt_2.png,1.2814,14132.5865,10.2110,18.5299
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0017_4CH_ES_gt_1.png,0.3422,17142.0536,8.2585,15.2570
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0211_2CH_ES_gt_2.png,0.3917,10547.5116,18.4587,31.1648
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0071_4CH_ED_gt_1.png,0.0000,15747.0632,22.3841,36.5800
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0225_2CH_ES_gt_3.png,0.0000,16001.2500,15.3331,26.5892
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0031_4CH_ES_gt_1.png,0.1654,16911.8302,12.4637,22.1648
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0111_2CH_ED_gt_1.png,0.0000,15061.5404,16.4521,28.2556
CRIS.pytorch/exp/camus_80_10_10_p0_i/CRIS_R50/pred/patient0323_2CH_ED_gt_3.png,0.0000,15582.3618,6.7452,12.6379
